I,J,M_lda_ij,SD_lda_ij,M_omega_ij,SD_omega_ij
53,35,0.08254163,0.06365856,4.793595,1.11515055
53,36,0.03102537,0.15891799,4.46131772,0.87319489
53,37,-0.50844588,0.09599801,5.10825733,1.02508543
53,38,-0.11131842,0.24838107,2.98625011,0.7229402
53,39,-0.18805339,0.47842985,-0.87524503,0.09115769
53,40,0.9123174,0.37725488,-0.05431403,0.05861784
53,41,0.56251708,0.1456784,7.46503914,1.47151469
53,42,-0.60009705,0.15887493,7.92959824,1.90702605
53,43,-0.61946826,0.22009744,7.77454215,1.64938933
53,44,0.07447382,0.17552867,4.62999018,1.107713
53,45,-0.51494342,0.24969433,5.96996869,1.11391611
53,46,0.40179331,0.20214229,4.66856733,0.66534749
53,47,0.28675681,0.22907893,5.44710915,1.10204239
53,48,0.00589776,0.105109,7.33399561,1.49984787
53,49,-0.05044631,0.18523679,7.45830227,1.26042031
53,50,-0.09996504,0.09049882,5.92712576,1.30923311
53,51,-0.05208303,0.15513034,4.74912827,1.02198086
53,52,-2.26444589,0.51733366,7.03778758,1.36332637
53,53,8.97130649,2.07870286,7.01060941,1.1742503
53,54,-0.47775021,0.16996944,1.18298449,0.21107806
53,55,-0.43042442,0.11878358,4.73899151,0.36773474
54,1,-0.16431593,0.03483372,2.39366579,0.53271246
54,2,-0.07306152,0.05112923,2.64118782,0.52042917
54,3,0.24030111,0.07466362,-0.68975756,0.1322935
54,4,0.06802166,0.05451321,-0.49059813,0.16551941
54,5,-0.03268515,0.04710333,0.19496915,0.0592451
54,6,0.22756918,0.09658293,-1.16618548,0.12312591
54,7,-0.26177297,0.14316746,0.17657552,0.08875709
54,8,-0.01949622,0.05342861,-0.07660856,0.21836046
54,9,-0.05965057,0.03724539,-0.12176928,0.2703525
54,10,0.11917804,0.10433022,-0.16480958,0.25865645
54,11,-0.47414092,0.13351525,1.37962878,0.10679627
54,12,0.10672381,0.04293078,3.02250796,0.49505517
54,13,-0.12845268,0.03365914,4.21738287,0.82021185
54,14,0.02315435,0.03420221,4.12011822,0.81905462
54,15,-0.04105948,0.0532773,3.89990681,0.69018415
54,16,0.0263854,0.04835147,3.70226378,0.72434057
54,17,-0.14507634,0.05236495,1.89167864,0.42805129
54,18,-0.02472606,0.02079194,4.08320652,0.55478076
54,19,0.09288163,0.0380221,3.00499363,0.50074101
54,20,-0.00109189,0.01728476,3.13430866,0.46297811
54,21,-0.00929509,0.05218538,-0.75123973,0.12561684
54,22,-0.05803421,0.05279831,-0.04499281,0.13951408
54,23,-0.06579843,0.01654893,-0.02481853,0.11429035
54,24,-0.09306427,0.05292315,-1.03762564,0.23811163
54,25,0.23395883,0.03956559,-1.02381457,0.19418437
54,26,0.09280995,0.04171403,-0.79392706,0.13204917
54,27,0.64207221,0.36969755,0.91293774,0.10459415
54,28,-0.69452475,0.13093324,1.56713724,0.12644994
54,29,-0.13030583,0.03641946,-0.73942909,0.13706716
54,30,-0.11914251,0.05312392,-0.60347631,0.08319087
54,31,-0.08378022,0.14537414,-0.23244652,0.07771828
54,32,0.05607627,0.02342702,-0.89730664,0.18037085
54,33,-0.07282579,0.07002619,-1.20746331,0.1614853
54,34,0.20337624,0.08041827,-1.40441085,0.12863547
54,35,-0.05516925,0.02756883,-1.38164169,0.16641916
54,36,-0.18472391,0.0952324,-1.20926097,0.16641888
54,37,0.10327302,0.05103677,-1.39690746,0.16622111
54,38,-0.14260909,0.12417529,-0.68586326,0.0596189
54,39,0.15662609,0.10128348,0.08175449,0.07641879
54,40,-0.04215167,0.08850594,-0.1995419,0.03524649
54,41,0.02430569,0.05181123,-0.52932913,0.26099416
54,42,0.11973969,0.02942378,-1.84691187,0.19593717
54,43,-0.03682386,0.03531812,-0.47528716,0.28246891
54,44,0.05645476,0.07748669,-0.5197694,0.11260374
54,45,0.14138456,0.08469137,-0.32072282,0.23042989
54,46,-0.09021161,0.07342599,-0.47893616,0.16733672
54,47,-0.03181447,0.03841752,-0.00836763,0.19530334
54,48,0.08459721,0.04955821,-0.51795713,0.24308782
54,49,-0.25819975,0.10182984,0.5131614,0.30368615
54,50,-0.02393543,0.0757676,0.62150778,0.17764432
54,51,0.01683235,0.06490563,0.96838914,0.13703221
54,52,-0.11869431,0.1011789,1.36217146,0.22541766
54,53,-0.47775021,0.16996944,1.18298449,0.21107806
54,54,1.57756651,0.25060479,3.00028241,0.18848811
54,55,0.04112751,0.09861606,0.30371266,0.23611313
55,1,0.16887708,0.06910177,-4.1570206,0.86616975
55,2,0.03756376,0.07969506,-3.79988042,0.8098624
55,3,-0.10980449,0.13194447,1.79159844,0.19656543
55,4,0.05231553,0.06926713,3.57285412,0.23510514
55,5,-0.01555804,0.05169523,-0.38166381,0.15178796
55,6,0.00033756,0.0677275,2.94650417,0.2314801
55,7,0.12282635,0.05449514,-0.55296387,0.17488521
55,8,-0.15344188,0.04716795,5.04848222,0.35968183
55,9,0.12355072,0.03758615,5.1632226,0.38061901
55,10,-0.00468191,0.06401205,4.98253379,0.38127787
55,11,0.32689589,0.19332875,0.25608582,0.11228822
55,12,0.03367556,0.02880909,-3.52900899,0.69358724
55,13,0.0943299,0.05605186,-6.08850568,1.278103
55,14,-0.12351422,0.04030118,-5.94805106,1.19940456
55,15,-0.07461437,0.02798595,-5.63744115,1.16793837
55,16,-0.07847682,0.06123971,-5.53201579,1.14128414
55,17,-0.01087674,0.03797941,-3.27206947,0.62868295
55,18,0.01997555,0.01918248,-3.29841793,0.63714752
55,19,-0.07068683,0.02637121,-3.4277258,0.73549225
55,20,0.05961705,0.05087459,-3.0549316,0.7755234
55,21,0.33714101,0.05791911,3.01059658,0.16773089
55,22,-1.27445611,0.13388746,3.16647152,0.18708257
55,23,0.00689232,0.01421347,1.63309251,0.17863127
55,24,0.03735888,0.08897485,3.82269368,0.27243756
55,25,-0.07398872,0.089857,3.11172131,0.29635373
55,26,-0.18845424,0.05629249,2.95541166,0.23107104
55,27,-0.21354687,0.09235793,3.05845679,0.23293151
55,28,-0.57572179,0.16093893,3.40871625,0.37033031
55,29,-0.01031476,0.04238469,2.78725849,0.16532436
55,30,-0.36808473,0.13609,2.76821489,0.25198873
55,31,0.31212396,0.10297244,1.30248978,0.2077764
55,32,-0.25935957,0.03503565,4.440899,0.32103381
55,33,-0.28240379,0.06240208,3.71485418,0.2772498
55,34,0.08974644,0.04973511,4.2518923,0.33303735
55,35,0.02618922,0.03371262,3.88415449,0.34288708
55,36,-0.1233199,0.0535022,3.67075295,0.27114703
55,37,0.47038097,0.12352603,4.11144959,0.28294814
55,38,0.35355268,0.15719777,2.33252377,0.26623618
55,39,-0.80602008,0.15288758,-0.44958612,0.14669322
55,40,0.18268385,0.06500898,0.12167708,0.05940535
55,41,0.06176596,0.10097972,5.81148954,0.38956216
55,42,-0.10488676,0.0411938,5.73560298,0.59342685
55,43,0.09148117,0.04969653,5.97876567,0.45984022
55,44,0.06916546,0.07030817,3.53018578,0.41075818
55,45,-0.16248997,0.05315565,4.65491069,0.37762556
55,46,-0.5791354,0.11194257,3.88694754,0.34116256
55,47,0.15908878,0.06414837,4.13450039,0.36068878
55,48,0.11851584,0.04633765,5.48899694,0.46482403
55,49,-0.3047369,0.06181779,5.54264394,0.38025568
55,50,0.12427468,0.03543917,4.08521328,0.47997125
55,51,0.00745929,0.12489934,3.37864423,0.36714809
55,52,0.20723704,0.13605997,4.64410496,0.44611545
55,53,-0.43042442,0.11878358,4.73899151,0.36773474
55,54,0.04112751,0.09861606,0.30371266,0.23611313
55,55,2.28334354,0.24032489,4.59394377,0.52113425
